timestamp,person_count,track_ids,zone,screenshot_filename
2026-07-04T12:09:07,2,"[6, 15]",machine_zone,machine_crowding_2persons_20260704_120907.jpg
2026-07-08T10:08:32,2,"[2, 3]",machine_zone,machine_crowding_2persons_20260708_100831.jpg
2026-07-08T10:09:02,2,"[2, 3]",machine_zone,machine_crowding_2persons_20260708_100902.jpg
2026-07-08T10:09:32,2,"[2, 3]",machine_zone,machine_crowding_2persons_20260708_100932.jpg
